Incident_Number,Area_Occ,Rpt_Dist,Dispatch_Date,Dispatch_Time,Call_Type_Code,Call_Type_Text
PD22012500004879,Olympic,2076,01/25/2022 12:00:00 AM,23:26:04,918PJ,POSS JUV
PD22012500004888,Outside,,01/25/2022 12:00:00 AM,23:26:04,006,CODE 6
PD22012500004887,Hollywood,0622,01/25/2022 12:00:00 AM,23:26:03,006,CODE 6
PD22012500004490,Pacific,1488,01/25/2022 12:00:00 AM,23:25:11,620N,NEIGHBOR
PD22012500004805,Newton,1347,01/25/2022 12:00:00 AM,23:24:14,620L,LANDLORD/TENANT
PD22012500004877,Outside,,01/25/2022 12:00:00 AM,23:23:45,006,CODE 6
PD22012500004865,Hollywood,0677,01/25/2022 12:00:00 AM,23:22:47,921SN,SUSP NOW
PD22012500004874,Outside,,01/25/2022 12:00:00 AM,23:22:39,006,CODE 6
PD22012500004778,Pacific,1412,01/25/2022 12:00:00 AM,23:22:37,9046,DUI INVD
PD22012500004873,Outside,,01/25/2022 12:00:00 AM,23:22:15,006,CODE 6
PD22012500004707,Pacific,1443,01/25/2022 12:00:00 AM,23:22:14,242SN,SUSP NOW
PD22012500004870,Outside,,01/25/2022 12:00:00 AM,23:21:58,006,CODE 6
PD22012500004800,N Hollywood,1585,01/25/2022 12:00:00 AM,23:21:43,9212,TRESPASS SUSP
PD22012500004868,N Hollywood,1583,01/25/2022 12:00:00 AM,23:21:42,415W,WOMAN
PD22012500004869,Outside,,01/25/2022 12:00:00 AM,23:21:41,006,CODE 6
PD22012500004715,Hollywood,0631,01/25/2022 12:00:00 AM,23:21:11,507P,PARTY
PD22012500004826,Hollywood,0622,01/25/2022 12:00:00 AM,23:21:02,620M,MAN/WMN
PD22012500004867,Outside,,01/25/2022 12:00:00 AM,23:20:41,902,TRAFFIC STOP
PD22012500004842,Southwest,0319,01/25/2022 12:00:00 AM,23:20:39,620N,NEIGHBOR
PD22012500004866,Outside,,01/25/2022 12:00:00 AM,23:20:11,006,CODE 6
PD22012500004862,Outside,,01/25/2022 12:00:00 AM,23:19:35,006,CODE 6
PD22012500004861,Outside,,01/25/2022 12:00:00 AM,23:19:28,006,CODE 6
PD22012500004859,Outside,,01/25/2022 12:00:00 AM,23:19:01,006,CODE 6
PD22012500004819,West Valley,1061,01/25/2022 12:00:00 AM,23:18:56,507O,OTHER
PD22012500004852,Olympic,2004,01/25/2022 12:00:00 AM,23:18:54,930M,MAN
PD22012500004619,Mission,1981,01/25/2022 12:00:00 AM,23:18:45,921S,SUSP
PD22012500004858,Outside,,01/25/2022 12:00:00 AM,23:18:14,006,CODE 6
PD22012500004769,Devonshire,1787,01/25/2022 12:00:00 AM,23:18:10,620N,NEIGHBOR
PD22012500004856,Outside,,01/25/2022 12:00:00 AM,23:18:10,006,CODE 6
PD22012500004624,Mission,1962,01/25/2022 12:00:00 AM,23:18:01,9212,TRESPASS SUSP
PD22012500004847,Hollywood,0636,01/25/2022 12:00:00 AM,23:17:53,415G,GRP
PD22012500004794,Pacific,1406,01/25/2022 12:00:00 AM,23:17:37,484SN,SUSP NOW
PD22012500004851,Outside,,01/25/2022 12:00:00 AM,23:17:25,902,TRAFFIC STOP
PD22012500004838,Olympic,2025,01/25/2022 12:00:00 AM,23:16:57,930W,WMN
PD22012500004850,Outside,,01/25/2022 12:00:00 AM,23:16:57,006,CODE 6
PD22012500004849,Outside,,01/25/2022 12:00:00 AM,23:16:53,902,TRAFFIC STOP
PD22012500004848,Outside,,01/25/2022 12:00:00 AM,23:16:49,006,CODE 6
PD22012500004845,Outside,,01/25/2022 12:00:00 AM,23:16:35,006,CODE 6
PD22012500004844,Outside,,01/25/2022 12:00:00 AM,23:16:24,006,CODE 6
PD22012500004802,Olympic,2058,01/25/2022 12:00:00 AM,23:15:31,918AF,AMB FEM
PD22012500004839,Outside,,01/25/2022 12:00:00 AM,23:15:22,006,CODE 6
PD22012500004833,77th Street,1267,01/25/2022 12:00:00 AM,23:15:15,242D,DOM VIOL
PD22012500004837,Outside,,01/25/2022 12:00:00 AM,23:15:04,006,CODE 6
PD22012500004812,Olympic,2055,01/25/2022 12:00:00 AM,23:14:53,211SL,SUSP J/L
PD22012500004834,Outside,,01/25/2022 12:00:00 AM,23:14:45,006,CODE 6
PD22012500004798,Southeast,1801,01/25/2022 12:00:00 AM,23:14:42,242A,AMB
PD22012500004828,West LA,0849,01/25/2022 12:00:00 AM,23:14:23,459SN,SUSP NOW
PD22012500004831,Outside,,01/25/2022 12:00:00 AM,23:13:54,006,CODE 6
PD22012500004830,Outside,,01/25/2022 12:00:00 AM,23:13:25,006,CODE 6
PD22012500004829,Outside,,01/25/2022 12:00:00 AM,23:13:24,006,CODE 6
PD22012500004825,Wilshire,0701,01/25/2022 12:00:00 AM,23:13:12,9212N,TRESPASS SUSP NOW
PD22012500004824,Outside,,01/25/2022 12:00:00 AM,23:12:40,902,TRAFFIC STOP
PD22012500004823,Outside,,01/25/2022 12:00:00 AM,23:12:39,006,CODE 6
PD22012500004822,Outside,,01/25/2022 12:00:00 AM,23:12:37,006,CODE 6
PD22012500004792,77th Street,1241,01/25/2022 12:00:00 AM,23:12:33,620D,DOM VIOL
PD22012500004813,77th Street,1209,01/25/2022 12:00:00 AM,23:12:21,9212,TRESPASS SUSP
PD22012500004801,Pacific,1466,01/25/2022 12:00:00 AM,23:12:01,5101,CAR
PD22012500004821,Outside,,01/25/2022 12:00:00 AM,23:12:00,006,CODE 6
PD22012500004820,Outside,,01/25/2022 12:00:00 AM,23:11:47,006,CODE 6
PD22012500004818,Outside,,01/25/2022 12:00:00 AM,23:10:48,902,TRAFFIC STOP
PD22012500004817,Outside,,01/25/2022 12:00:00 AM,23:10:44,006,CODE 6
PD22012500004784,Rampart,0269,01/25/2022 12:00:00 AM,23:10:40,459I,INVEST
PD22012500004816,Outside,,01/25/2022 12:00:00 AM,23:10:13,006,CODE 6
PD22012500004815,Outside,,01/25/2022 12:00:00 AM,23:09:57,006,CODE 6
PD22012500004810,Harbor,0551,01/25/2022 12:00:00 AM,23:09:57,907A2,AMB O/D
PD22012500004814,Foothill,1685,01/25/2022 12:00:00 AM,23:09:56,006,CODE 6
PD22012500004788,West LA,0829,01/25/2022 12:00:00 AM,23:08:36,9212,TRESPASS SUSP
PD22012500004809,Outside,,01/25/2022 12:00:00 AM,23:08:07,006,CODE 6
PD22012500004807,Outside,,01/25/2022 12:00:00 AM,23:08:00,006,CODE 6
PD22012500004796,Harbor,0529,01/25/2022 12:00:00 AM,23:07:53,507R,RADIO
PD22012500004803,Outside,,01/25/2022 12:00:00 AM,23:05:55,006,CODE 6
PD22012500004771,Southeast,1862,01/25/2022 12:00:00 AM,23:04:53,9032,HAZARD
PD22012500004799,Outside,,01/25/2022 12:00:00 AM,23:04:17,006,CODE 6
PD22012500004797,Outside,,01/25/2022 12:00:00 AM,23:04:13,006,CODE 6
PD22012500004795,Hollywood,0678,01/25/2022 12:00:00 AM,23:02:57,902,TRAFFIC STOP
PD22012500004793,Outside,,01/25/2022 12:00:00 AM,23:02:30,006,CODE 6
PD22012500004791,Outside,,01/25/2022 12:00:00 AM,23:02:08,006,CODE 6
PD22012500004790,Outside,,01/25/2022 12:00:00 AM,23:01:52,006,CODE 6
PD22012500004787,Van Nuys,0946,01/25/2022 12:00:00 AM,23:01:49,242D,DOM VIOL
PD22012500004789,Outside,,01/25/2022 12:00:00 AM,23:01:46,006,CODE 6
PD22012500004743,Van Nuys,0969,01/25/2022 12:00:00 AM,23:01:43,415G,GRP
PD22012500004766,Van Nuys,0969,01/25/2022 12:00:00 AM,23:01:37,415G,GRP
PD22012500004786,Pacific,1444,01/25/2022 12:00:00 AM,23:00:37,006,CODE 6
PD22012500004785,Outside,,01/25/2022 12:00:00 AM,23:00:33,006,CODE 6
PD22012500004594,Mission,1962,01/25/2022 12:00:00 AM,23:00:10,110S,NARCOTIC SUSP
PD22012500004732,77th Street,1256,01/25/2022 12:00:00 AM,23:00:03,620M,MAN/WMN
PD22012500004783,Outside,,01/25/2022 12:00:00 AM,22:59:42,006,CODE 6
PD22012500004604,77th Street,1203,01/25/2022 12:00:00 AM,22:59:25,600I,INVEST
PD22012500004781,Outside,,01/25/2022 12:00:00 AM,22:59:24,006,CODE 6
PD22012500004777,Devonshire,1782,01/25/2022 12:00:00 AM,22:59:24,415M8W,MAN ASSLTG WMN
PD22012500004753,Topanga,2175,01/25/2022 12:00:00 AM,22:59:19,9212,TRESPASS SUSP
PD22012500004780,Outside,,01/25/2022 12:00:00 AM,22:58:52,006,CODE 6
PD22012500004779,Southwest,0314,01/25/2022 12:00:00 AM,22:58:51,006,CODE 6
PD22012500004776,Outside,,01/25/2022 12:00:00 AM,22:58:20,006,CODE 6
PD22012500004747,Harbor,0557,01/25/2022 12:00:00 AM,22:58:10,415W,WOMAN
PD22012500004775,Outside,,01/25/2022 12:00:00 AM,22:57:48,006,CODE 6
PD22012500004622,Northeast,1147,01/25/2022 12:00:00 AM,22:57:31,9212,TRESPASS SUSP
PD22012500004774,Outside,,01/25/2022 12:00:00 AM,22:57:30,006,CODE 6
PD22012500004773,Outside,,01/25/2022 12:00:00 AM,22:57:14,006,CODE 6
PD22012500004765,Hollywood,0647,01/25/2022 12:00:00 AM,22:57:01,245PS,POSS SUSP
PD22012500004772,Outside,,01/25/2022 12:00:00 AM,22:56:58,006,CODE 6
PD22012500004492,Mission,1981,01/25/2022 12:00:00 AM,22:56:40,415M,MAN
PD22012500004738,West Valley,1015,01/25/2022 12:00:00 AM,22:56:25,9212,TRESPASS SUSP
PD22012500004770,Outside,,01/25/2022 12:00:00 AM,22:56:09,006,CODE 6
PD22012500004768,Outside,,01/25/2022 12:00:00 AM,22:55:30,006,CODE 6
PD22012500004767,Outside,,01/25/2022 12:00:00 AM,22:55:28,006,CODE 6
PD22012500004764,Hollenbeck,0491,01/25/2022 12:00:00 AM,22:55:19,006,CODE 6
PD22012500004763,Outside,,01/25/2022 12:00:00 AM,22:55:13,006,CODE 6
PD22012500004756,N Hollywood,1547,01/25/2022 12:00:00 AM,22:55:00,906B1,CODE 30 RINGER
PD22012500004762,Outside,,01/25/2022 12:00:00 AM,22:54:43,006,CODE 6
PD22012500004761,Outside,,01/25/2022 12:00:00 AM,22:54:08,006,CODE 6
PD22012500004653,Newton,1367,01/25/2022 12:00:00 AM,22:53:58,507R,RADIO
PD22012500004754,Central,0162,01/25/2022 12:00:00 AM,22:53:48,9212,TRESPASS SUSP
PD22012500004758,Rampart,0269,01/25/2022 12:00:00 AM,22:53:39,620M,MAN/WMN
PD22012500004728,Hollenbeck,0491,01/25/2022 12:00:00 AM,22:53:30,245SL,SUSP J/L
PD22012500004760,N Hollywood,1516,01/25/2022 12:00:00 AM,22:53:19,006,CODE 6
PD22012500004759,Outside,,01/25/2022 12:00:00 AM,22:53:07,006,CODE 6
PD22012500004741,Hollenbeck,0404,01/25/2022 12:00:00 AM,22:52:56,242D,DOM VIOL
PD22012500004751,West Valley,1035,01/25/2022 12:00:00 AM,22:52:05,918M,MALE
PD22012500004692,Hollywood,0647,01/25/2022 12:00:00 AM,22:51:49,4842I,GRAND THEFT INVEST
PD22012500004752,Outside,,01/25/2022 12:00:00 AM,22:51:35,902,TRAFFIC STOP
PD22012500004750,Foothill,1675,01/25/2022 12:00:00 AM,22:51:14,006,CODE 6
PD22012500004749,Outside,,01/25/2022 12:00:00 AM,22:51:07,006,CODE 6
PD22012500004668,Southeast,1842,01/25/2022 12:00:00 AM,22:51:01,620N,NEIGHBOR
PD22012500004746,Outside,,01/25/2022 12:00:00 AM,22:50:17,006,CODE 6
PD22012500004740,Wilshire,0766,01/25/2022 12:00:00 AM,22:48:55,902,TRAFFIC STOP
PD22012500004739,Outside,,01/25/2022 12:00:00 AM,22:48:53,006,CODE 6
PD22012500004735,Topanga,2161,01/25/2022 12:00:00 AM,22:48:49,5102,M/C
PD22012500004737,Outside,,01/25/2022 12:00:00 AM,22:48:31,006,CODE 6
PD22012500004736,Outside,,01/25/2022 12:00:00 AM,22:48:19,006,CODE 6
PD22012500004734,Outside,,01/25/2022 12:00:00 AM,22:47:37,006,CODE 6
PD22012500004731,Outside,,01/25/2022 12:00:00 AM,22:47:23,006,CODE 6
PD22012500004729,Outside,,01/25/2022 12:00:00 AM,22:47:22,902,TRAFFIC STOP
PD22012500004727,Devonshire,1709,01/25/2022 12:00:00 AM,22:47:12,9212,TRESPASS SUSP
PD22012500004726,Outside,,01/25/2022 12:00:00 AM,22:46:23,006,CODE 6
PD22012500004725,Outside,,01/25/2022 12:00:00 AM,22:45:48,902,TRAFFIC STOP
PD22012500004723,Outside,,01/25/2022 12:00:00 AM,22:45:36,006,CODE 6
PD22012500004694,Mission,1994,01/25/2022 12:00:00 AM,22:45:21,9212,TRESPASS SUSP
PD22012500004586,Mission,1995,01/25/2022 12:00:00 AM,22:45:10,620M,MAN/WMN
PD22012500004722,Outside,,01/25/2022 12:00:00 AM,22:44:41,006,CODE 6
PD22012500004721,Outside,,01/25/2022 12:00:00 AM,22:44:29,006,CODE 6
PD22012500004700,Olympic,2027,01/25/2022 12:00:00 AM,22:44:26,245S,SUSP
PD22012500004719,Southwest,0397,01/25/2022 12:00:00 AM,22:44:25,006,CODE 6
PD22012500004718,Outside,,01/25/2022 12:00:00 AM,22:44:21,006,CODE 6
PD22012500004663,West Valley,1041,01/25/2022 12:00:00 AM,22:44:20,620D,DOM VIOL
PD22012500004710,Northeast,1184,01/25/2022 12:00:00 AM,22:43:55,507R,RADIO
PD22012500004691,Topanga,2157,01/25/2022 12:00:00 AM,22:43:52,507R,RADIO
PD22012500004717,Outside,,01/25/2022 12:00:00 AM,22:43:51,006,CODE 6
PD22012500004713,West LA,0857,01/25/2022 12:00:00 AM,22:43:12,507P,PARTY
PD22012500004714,Southwest,0331,01/25/2022 12:00:00 AM,22:42:14,006,CODE 6
PD22012500004712,Outside,,01/25/2022 12:00:00 AM,22:41:49,006,CODE 6
PD22012500004711,Outside,,01/25/2022 12:00:00 AM,22:41:40,006,CODE 6
PD22012500004709,Outside,,01/25/2022 12:00:00 AM,22:40:49,006,CODE 6
PD22012500004701,Southeast,1826,01/25/2022 12:00:00 AM,22:40:36,620D,DOM VIOL
PD22012500004706,Outside,,01/25/2022 12:00:00 AM,22:40:22,006,CODE 6
PD22012500004699,West Valley,1089,01/25/2022 12:00:00 AM,22:40:09,906B1,CODE 30 RINGER
PD22012500004704,Outside,,01/25/2022 12:00:00 AM,22:40:06,006,CODE 6
PD22012500004703,77th Street,1235,01/25/2022 12:00:00 AM,22:39:46,006,CODE 6
PD22012500004702,Outside,,01/25/2022 12:00:00 AM,22:39:45,902,TRAFFIC STOP
PD22012500004652,Foothill,1695,01/25/2022 12:00:00 AM,22:39:23,242PS,POSS SUSP
PD22012500004679,Topanga,2161,01/25/2022 12:00:00 AM,22:39:07,906B1,CODE 30 RINGER
PD22012500004698,Outside,,01/25/2022 12:00:00 AM,22:38:52,006,CODE 6
PD22012500004697,Outside,,01/25/2022 12:00:00 AM,22:38:46,006,CODE 6
PD22012500004693,Wilshire,0711,01/25/2022 12:00:00 AM,22:38:43,415F,FIGHT
PD22012500004681,Mission,1983,01/25/2022 12:00:00 AM,22:38:35,242D,DOM VIOL
PD22012500004677,West Valley,1004,01/25/2022 12:00:00 AM,22:38:13,245I,INVEST
PD22012500004660,West Valley,1047,01/25/2022 12:00:00 AM,22:38:06,9212,TRESPASS SUSP
PD22012500004682,West Valley,1004,01/25/2022 12:00:00 AM,22:37:57,918VM,VIOLENT MALE
PD22012500004684,Hollywood,0638,01/25/2022 12:00:00 AM,22:37:04,415M,MAN
PD22012500004690,Outside,,01/25/2022 12:00:00 AM,22:36:50,006,CODE 6
PD22012500004689,Outside,,01/25/2022 12:00:00 AM,22:36:45,006,CODE 6
PD22012500004670,West LA,0838,01/25/2022 12:00:00 AM,22:36:41,507R,RADIO
PD22012500004688,Outside,,01/25/2022 12:00:00 AM,22:36:27,006,CODE 6
PD22012500004687,Outside,,01/25/2022 12:00:00 AM,22:36:26,006,CODE 6
PD22012500004665,Central,0152,01/25/2022 12:00:00 AM,22:36:14,9212,TRESPASS SUSP
PD22012500004581,Wilshire,0701,01/25/2022 12:00:00 AM,22:34:56,9212,TRESPASS SUSP
PD22012500004680,Outside,,01/25/2022 12:00:00 AM,22:34:40,006,CODE 6
PD22012500004628,77th Street,1215,01/25/2022 12:00:00 AM,22:34:29,507R,RADIO
PD22012500004667,Wilshire,0722,01/25/2022 12:00:00 AM,22:34:26,415M,MAN
PD22012500004678,Outside,,01/25/2022 12:00:00 AM,22:34:26,902,TRAFFIC STOP
PD22012500004589,Wilshire,0723,01/25/2022 12:00:00 AM,22:34:25,1101,NARCOTIC ACTIVITY
PD22012500004675,Outside,,01/25/2022 12:00:00 AM,22:34:01,902,TRAFFIC STOP
PD22012500004673,Outside,,01/25/2022 12:00:00 AM,22:32:52,902,TRAFFIC STOP
PD22012500004672,Outside,,01/25/2022 12:00:00 AM,22:32:49,006,CODE 6
PD22012500004638,77th Street,1231,01/25/2022 12:00:00 AM,22:32:26,9201,CHILD
PD22012500004664,Van Nuys,0911,01/25/2022 12:00:00 AM,22:31:31,006,CODE 6
PD22012500004657,Olympic,2026,01/25/2022 12:00:00 AM,22:31:11,245SN,SUSP NOW
PD22012500004623,77th Street,1205,01/25/2022 12:00:00 AM,22:30:57,9042,COMP OF INJURY
PD22012500004640,Harbor,0532,01/25/2022 12:00:00 AM,22:30:39,507O,OTHER
PD22012500004654,Central,0119,01/25/2022 12:00:00 AM,22:30:21,484J,THEFT J/O
PD22012500004656,Rampart,0269,01/25/2022 12:00:00 AM,22:29:43,900,UNKNOWN TROUBLE
PD22012500004661,Topanga,2136,01/25/2022 12:00:00 AM,22:29:30,902,TRAFFIC STOP
PD22012500004659,Wilshire,0782,01/25/2022 12:00:00 AM,22:29:29,006,CODE 6
PD22012500004658,Southwest,0373,01/25/2022 12:00:00 AM,22:29:28,902,TRAFFIC STOP
PD22012500004620,Mission,1941,01/25/2022 12:00:00 AM,22:29:15,415M,MAN
PD22012500004655,Outside,,01/25/2022 12:00:00 AM,22:28:48,006,CODE 6
PD22012500004577,Pacific,1479,01/25/2022 12:00:00 AM,22:28:01,242S,SUSP
PD22012500004600,Foothill,1669,01/25/2022 12:00:00 AM,22:27:42,906B1,CODE 30 RINGER
PD22012500004651,Van Nuys,0901,01/25/2022 12:00:00 AM,22:27:32,006,CODE 6
PD22012500004649,Outside,,01/25/2022 12:00:00 AM,22:27:03,006,CODE 6
PD22012500004648,Outside,,01/25/2022 12:00:00 AM,22:26:53,006,CODE 6
PD22012500004647,Outside,,01/25/2022 12:00:00 AM,22:26:47,006,CODE 6
PD22012500004646,Outside,,01/25/2022 12:00:00 AM,22:26:41,902,TRAFFIC STOP
PD22012500004611,Hollenbeck,0459,01/25/2022 12:00:00 AM,22:26:28,415M,MAN
PD22012500004637,Hollywood,0636,01/25/2022 12:00:00 AM,22:26:25,245SN,SUSP NOW
PD22012500004645,Outside,,01/25/2022 12:00:00 AM,22:26:10,006,CODE 6
PD22012500004630,Pacific,1414,01/25/2022 12:00:00 AM,22:26:04,246H,HEARD ONLY
PD22012500004508,Mission,1982,01/25/2022 12:00:00 AM,22:25:55,5101,CAR
PD22012500004642,Outside,,01/25/2022 12:00:00 AM,22:25:50,006,CODE 6
PD22012500004641,Foothill,1621,01/25/2022 12:00:00 AM,22:25:36,006,CODE 6
PD22012500004632,West LA,0885,01/25/2022 12:00:00 AM,22:25:16,9043,CPI
PD22012500004639,Outside,,01/25/2022 12:00:00 AM,22:25:13,006,CODE 6
PD22012500004636,Outside,,01/25/2022 12:00:00 AM,22:24:43,006,CODE 6
PD22012500004635,Outside,,01/25/2022 12:00:00 AM,22:24:32,006,CODE 6
PD22012500004615,Devonshire,1781,01/25/2022 12:00:00 AM,22:24:17,415G,GRP
PD22012500004613,Devonshire,1798,01/25/2022 12:00:00 AM,22:23:52,9201,CHILD
PD22012500004634,Outside,,01/25/2022 12:00:00 AM,22:23:42,006,CODE 6
PD22012500004633,Outside,,01/25/2022 12:00:00 AM,22:23:41,006,CODE 6
PD22012500004614,Mission,1962,01/25/2022 12:00:00 AM,22:23:02,930W,WMN
PD22012500004607,West LA,0809,01/25/2022 12:00:00 AM,22:22:32,904A,AMB
PD22012500004629,Outside,,01/25/2022 12:00:00 AM,22:22:26,006,CODE 6
PD22012500004627,Outside,,01/25/2022 12:00:00 AM,22:21:47,006,CODE 6
PD22012500004626,Outside,,01/25/2022 12:00:00 AM,22:21:30,006,CODE 6
PD22012500004625,Outside,,01/25/2022 12:00:00 AM,22:21:29,902,TRAFFIC STOP
PD22012500004616,Olympic,2029,01/25/2022 12:00:00 AM,22:21:14,211AJ,AMB J/O
PD22012500004618,Topanga,2103,01/25/2022 12:00:00 AM,22:21:03,9212N,TRESPASS SUSP NOW
PD22012500004617,Foothill,1621,01/25/2022 12:00:00 AM,22:21:02,245PSN,POSS SUSP NOW
PD22012500004536,Southwest,0353,01/25/2022 12:00:00 AM,22:20:33,507R,RADIO
PD22012500004482,Southwest,0363,01/25/2022 12:00:00 AM,22:20:28,620N,NEIGHBOR
PD22012500004621,Outside,,01/25/2022 12:00:00 AM,22:20:26,006,CODE 6
PD22012500004601,Southwest,0316,01/25/2022 12:00:00 AM,22:20:26,620N,NEIGHBOR
PD22012500004562,Hollywood,0636,01/25/2022 12:00:00 AM,22:20:25,9212,TRESPASS SUSP
PD22012500004529,Hollywood,0638,01/25/2022 12:00:00 AM,22:20:24,9212,TRESPASS SUSP
PD22012500004603,Hollywood,0646,01/25/2022 12:00:00 AM,22:20:22,594SN,SUSP NOW
PD22012500004609,Topanga,2189,01/25/2022 12:00:00 AM,22:20:18,242PS,POSS SUSP
PD22012500004487,Central,0164,01/25/2022 12:00:00 AM,22:20:02,242D,DOM VIOL
PD22012500004587,Hollywood,0643,01/25/2022 12:00:00 AM,22:19:48,620N,NEIGHBOR
PD22012500004535,Northeast,1132,01/25/2022 12:00:00 AM,22:19:41,906B1,CODE 30 RINGER
PD22012500004593,Hollywood,0622,01/25/2022 12:00:00 AM,22:19:12,261I,INVEST
PD22012500004612,Outside,,01/25/2022 12:00:00 AM,22:18:53,006,CODE 6
PD22012500004605,Pacific,1437,01/25/2022 12:00:00 AM,22:18:46,918M,MALE
PD22012500004610,Central,0161,01/25/2022 12:00:00 AM,22:18:42,415F,FIGHT
PD22012500004588,West LA,0829,01/25/2022 12:00:00 AM,22:18:36,415G,GRP
PD22012500004608,Outside,,01/25/2022 12:00:00 AM,22:17:59,902,TRAFFIC STOP
PD22012500004592,Southeast,1849,01/25/2022 12:00:00 AM,22:16:43,211J,J/O
PD22012500004599,Outside,,01/25/2022 12:00:00 AM,22:16:40,902,TRAFFIC STOP
PD22012500004598,Outside,,01/25/2022 12:00:00 AM,22:16:18,006,CODE 6
PD22012500004597,Outside,,01/25/2022 12:00:00 AM,22:16:08,006,CODE 6
PD22012500004595,Outside,,01/25/2022 12:00:00 AM,22:15:55,902,TRAFFIC STOP
PD22012500004591,Outside,,01/25/2022 12:00:00 AM,22:14:46,902,TRAFFIC STOP
PD22012500004500,Hollenbeck,0421,01/25/2022 12:00:00 AM,22:14:21,415W,WOMAN
PD22012500004457,Van Nuys,0979,01/25/2022 12:00:00 AM,22:14:19,507O,OTHER
PD22012500004448,Hollenbeck,0459,01/25/2022 12:00:00 AM,22:14:17,507R,RADIO
PD22012500004585,Outside,,01/25/2022 12:00:00 AM,22:13:54,006,CODE 6
PD22012500004584,Outside,,01/25/2022 12:00:00 AM,22:13:50,006,CODE 6
PD22012500004583,77th Street,1241,01/25/2022 12:00:00 AM,22:13:45,006,CODE 6
PD22012500004582,Outside,,01/25/2022 12:00:00 AM,22:13:45,902,TRAFFIC STOP
PD22012500004573,Van Nuys,0964,01/25/2022 12:00:00 AM,22:13:23,906B1,CODE 30 RINGER
PD22012500004580,Outside,,01/25/2022 12:00:00 AM,22:13:16,006,CODE 6
PD22012500004579,Outside,,01/25/2022 12:00:00 AM,22:13:08,006,CODE 6
PD22012500004578,Outside,,01/25/2022 12:00:00 AM,22:13:00,006,CODE 6
PD22012500004576,Outside,,01/25/2022 12:00:00 AM,22:12:48,006,CODE 6
PD22012500004574,Hollenbeck,0421,01/25/2022 12:00:00 AM,22:12:28,006,CODE 6
PD22012500004572,Outside,,01/25/2022 12:00:00 AM,22:12:14,006,CODE 6
PD22012500004504,Harbor,0541,01/25/2022 12:00:00 AM,22:12:12,5031I,STOLEN INV
PD22012500004567,77th Street,1215,01/25/2022 12:00:00 AM,22:11:41,246I,INVEST
PD22012500004570,Foothill,1643,01/25/2022 12:00:00 AM,22:11:23,006,CODE 6
PD22012500004569,Outside,,01/25/2022 12:00:00 AM,22:11:06,006,CODE 6
PD22012500004374,Wilshire,0743,01/25/2022 12:00:00 AM,22:10:56,9212,TRESPASS SUSP
PD22012500004560,Hollywood,0659,01/25/2022 12:00:00 AM,22:10:14,907P3,POSS ATT SUICIDE
PD22012500004542,West LA,0895,01/25/2022 12:00:00 AM,22:10:12,5033J,GTA J/O
PD22012500004565,Outside,,01/25/2022 12:00:00 AM,22:10:05,006,CODE 6
PD22012500004550,West Valley,1088,01/25/2022 12:00:00 AM,22:09:50,507R,RADIO
PD22012500004564,Outside,,01/25/2022 12:00:00 AM,22:09:40,006,CODE 6
PD22012500004563,Outside,,01/25/2022 12:00:00 AM,22:09:33,902,TRAFFIC STOP
PD22012500004552,Harbor,0584,01/25/2022 12:00:00 AM,22:08:34,5102,M/C
PD22012500004558,Outside,,01/25/2022 12:00:00 AM,22:08:13,006,CODE 6
PD22012500004557,Outside,,01/25/2022 12:00:00 AM,22:07:31,902,TRAFFIC STOP
PD22012500004556,Outside,,01/25/2022 12:00:00 AM,22:07:25,006,CODE 6
PD22012500004555,Outside,,01/25/2022 12:00:00 AM,22:07:23,902,TRAFFIC STOP
PD22012500004540,Central,0161,01/25/2022 12:00:00 AM,22:07:22,245AF,AMB SHOTS FIRED
PD22012500004554,Outside,,01/25/2022 12:00:00 AM,22:07:15,006,CODE 6
PD22012500004526,Hollenbeck,0407,01/25/2022 12:00:00 AM,22:06:41,9202,ADULT
PD22012500004473,Olympic,2011,01/25/2022 12:00:00 AM,22:06:41,9202,ADULT
PD22012500004551,Outside,,01/25/2022 12:00:00 AM,22:06:23,006,CODE 6
PD22012500004544,Rampart,0256,01/25/2022 12:00:00 AM,22:06:01,503P1,POSS STOLEN
PD22012500004549,Outside,,01/25/2022 12:00:00 AM,22:05:32,902,TRAFFIC STOP
PD22012500004547,Outside,,01/25/2022 12:00:00 AM,22:05:19,006,CODE 6
PD22012500004539,Foothill,1676,01/25/2022 12:00:00 AM,22:05:14,918AM,AMB MALE
PD22012500004537,Southwest,0317,01/25/2022 12:00:00 AM,22:04:51,9073,ATT SUICIDE
PD22012500004546,Outside,,01/25/2022 12:00:00 AM,22:04:36,006,CODE 6
PD22012500004545,Outside,,01/25/2022 12:00:00 AM,22:04:33,006,CODE 6
PD22012500004543,West Valley,1078,01/25/2022 12:00:00 AM,22:04:22,5101,CAR
PD22012500004519,Olympic,2076,01/25/2022 12:00:00 AM,22:04:01,620M,MAN/WMN
PD22012500004530,Newton,1321,01/25/2022 12:00:00 AM,22:03:47,9065,VISUAL (C30 VICTOR)
PD22012500004541,Outside,,01/25/2022 12:00:00 AM,22:03:37,902,TRAFFIC STOP
PD22012500004515,West Valley,1004,01/25/2022 12:00:00 AM,22:03:09,245I,INVEST
PD22012500004538,Outside,,01/25/2022 12:00:00 AM,22:02:59,006,CODE 6
PD22012500004532,West Valley,1033,01/25/2022 12:00:00 AM,22:02:42,620D,DOM VIOL
